mes;cuit;tipo;monto
02/2017;30-56292411-2;217517.65;"Comp. Usuario con discapacidad"
02/2017;30-56354526-3;7743.32;"Comp. Usuario con discapacidad"
02/2017;30-56394131-2;6190.30;"Comp. Usuario con discapacidad"
02/2017;30-56468014-8;113104.65;"Comp. Usuario con discapacidad"
02/2017;30-56610811-5;21790.05;"Comp. Usuario con discapacidad"
02/2017;30-56932483-8;179549.29;"Comp. Usuario con discapacidad"
02/2017;30-57733887-2;600890.22;"Comp. Usuario con discapacidad"
02/2017;30-57945598-1;25104.88;"Comp. Usuario con discapacidad"
02/2017;30-58121405-3;335281.34;"Comp. Usuario con discapacidad"
02/2017;30-58635786-3;15038.57;"Comp. Usuario con discapacidad"
02/2017;30-59033015-5;12441.51;"Comp. Usuario con discapacidad"
02/2017;30-59112659-4;36706.81;"Comp. Usuario con discapacidad"
02/2017;30-60597072-5;130827.28;"Comp. Usuario con discapacidad"
02/2017;30-61035814-0;18692.72;"Comp. Usuario con discapacidad"
02/2017;30-61133884-4;2217138.31;"Comp. Usuario con discapacidad"
02/2017;30-61322839-6;167795.10;"Comp. Usuario con discapacidad"
02/2017;30-61580178-6;45620.33;"Comp. Usuario con discapacidad"
02/2017;30-62629625-0;273012.88;"Comp. Usuario con discapacidad"
02/2017;30-62730398-6;163131.71;"Comp. Usuario con discapacidad"
02/2017;30-62834410-4;3654.15;"Comp. Usuario con discapacidad"
02/2017;30-62944722-5;22890.64;"Comp. Usuario con discapacidad"
02/2017;30-63380097-5;182476.96;"Comp. Usuario con discapacidad"
02/2017;30-64392215-7;349998.00;"Comp. Usuario con discapacidad"
02/2017;30-64472067-1;119438.51;"Comp. Usuario con discapacidad"
02/2017;30-65108882-4;125406.96;"Comp. Usuario con discapacidad"
02/2017;30-65289644-4;135703.83;"Comp. Usuario con discapacidad"
02/2017;30-66419466-6;9222.38;"Comp. Usuario con discapacidad"
02/2017;30-67291861-4;9135.38;"Comp. Usuario con discapacidad"
02/2017;30-67437645-2;135603.78;"Comp. Usuario con discapacidad"
02/2017;30-67611410-2;230141.87;"Comp. Usuario con discapacidad"
02/2017;30-68784108-1;65513.70;"Comp. Usuario con discapacidad"
02/2017;30-69444027-0;11832.49;"Comp. Usuario con discapacidad"
02/2017;30-70721568-9;1276786.23;"Comp. Usuario con discapacidad"
02/2017;30-70787028-8;6629.67;"Comp. Usuario con discapacidad"
02/2017;30-70939332-0;109924.67;"Comp. Usuario con discapacidad"
02/2017;33-54641970-9;29428.96;"Comp. Usuario con discapacidad"
02/2017;33-54650572-9;6003.25;"Comp. Usuario con discapacidad"
02/2017;33-54662883-9;134633.69;"Comp. Usuario con discapacidad"
02/2017;33-56802704-9;40421.86;"Comp. Usuario con discapacidad"
02/2017;33-60077099-9;61594.18;"Comp. Usuario con discapacidad"
02/2017;33-60274919-9;115175.34;"Comp. Usuario con discapacidad"
02/2017;33-64571375-9;28885.19;"Comp. Usuario con discapacidad"
02/2017;33-65973590-9;55673.59;"Comp. Usuario con discapacidad"
02/2017;33-68206446-9;4698.19;"Comp. Usuario con discapacidad"
01/2017;20-06956154-4;3312.20;"Comp. Usuario con discapacidad"
01/2017;20-08140678-3;5926.24;"Comp. Usuario con discapacidad"
01/2017;23-13418186-9;22215.28;"Comp. Usuario con discapacidad"
01/2017;30-54342507-5;32955.57;"Comp. Usuario con discapacidad"
01/2017;30-54408966-4;59980.84;"Comp. Usuario con discapacidad"
01/2017;30-54578922-8;66459.11;"Comp. Usuario con discapacidad"
01/2017;30-54622131-4;560041.73;"Comp. Usuario con discapacidad"
01/2017;30-54622179-9;23668.42;"Comp. Usuario con discapacidad"
01/2017;30-54622766-5;643406.86;"Comp. Usuario con discapacidad"
01/2017;30-54623424-6;148302.09;"Comp. Usuario con discapacidad"
01/2017;30-54624380-6;260218.70;"Comp. Usuario con discapacidad"
01/2017;30-54624687-2;1311.08;"Comp. Usuario con discapacidad"
01/2017;30-54625314-3;280514.04;"Comp. Usuario con discapacidad"
01/2017;30-54625840-4;806069.93;"Comp. Usuario con discapacidad"
01/2017;30-54626164-2;23587.24;"Comp. Usuario con discapacidad"
01/2017;30-54626201-0;61649.12;"Comp. Usuario con discapacidad"
01/2017;30-54626607-5;28080.63;"Comp. Usuario con discapacidad"
01/2017;30-54633302-3;364902.05;"Comp. Usuario con discapacidad"
01/2017;30-54633760-6;74459.54;"Comp. Usuario con discapacidad"
01/2017;30-54634367-3;60236.56;"Comp. Usuario con discapacidad"
01/2017;30-54635841-7;115634.72;"Comp. Usuario con discapacidad"
01/2017;30-54637090-5;59095.96;"Comp. Usuario con discapacidad"
01/2017;30-54639386-7;162565.66;"Comp. Usuario con discapacidad"
01/2017;30-54640151-7;229183.07;"Comp. Usuario con discapacidad"
01/2017;30-54641680-8;185824.11;"Comp. Usuario con discapacidad"
01/2017;30-54644726-6;32375.12;"Comp. Usuario con discapacidad"
01/2017;30-54657368-7;649.45;"Comp. Usuario con discapacidad"
01/2017;30-54662272-6;217850.16;"Comp. Usuario con discapacidad"
01/2017;30-55076210-9;183786.46;"Comp. Usuario con discapacidad"
01/2017;30-56178540-2;754004.27;"Comp. Usuario con discapacidad"
01/2017;30-56197068-4;21431.88;"Comp. Usuario con discapacidad"
01/2017;30-56238208-5;164473.42;"Comp. Usuario con discapacidad"
01/2017;30-56292411-2;227583.80;"Comp. Usuario con discapacidad"
01/2017;30-56354526-3;9575.34;"Comp. Usuario con discapacidad"
01/2017;30-56394131-2;897.05;"Comp. Usuario con discapacidad"
01/2017;30-56468014-8;145968.13;"Comp. Usuario con discapacidad"
01/2017;30-56610811-5;19645.89;"Comp. Usuario con discapacidad"
01/2017;30-56932483-8;173646.91;"Comp. Usuario con discapacidad"
01/2017;30-57733887-2;602499.57;"Comp. Usuario con discapacidad"
01/2017;30-57945598-1;24654.78;"Comp. Usuario con discapacidad"
01/2017;30-58121405-3;294879.08;"Comp. Usuario con discapacidad"
01/2017;30-58635786-3;13058.02;"Comp. Usuario con discapacidad"
01/2017;30-59033015-5;14044.37;"Comp. Usuario con discapacidad"
01/2017;30-59112659-4;27630.07;"Comp. Usuario con discapacidad"
01/2017;30-60597072-5;117570.89;"Comp. Usuario con discapacidad"
01/2017;30-61035814-0;15655.82;"Comp. Usuario con discapacidad"
01/2017;30-61133884-4;2314342.31;"Comp. Usuario con discapacidad"
01/2017;30-61322839-6;168897.80;"Comp. Usuario con discapacidad"
01/2017;30-62629625-0;232949.89;"Comp. Usuario con discapacidad"
01/2017;30-62730398-6;173703.74;"Comp. Usuario con discapacidad"
01/2017;30-62834410-4;3409.62;"Comp. Usuario con discapacidad"
01/2017;30-62944722-5;28490.60;"Comp. Usuario con discapacidad"
01/2017;30-63380097-5;134756.98;"Comp. Usuario con discapacidad"
01/2017;30-64392215-7;569024.44;"Comp. Usuario con discapacidad"
01/2017;30-64472067-1;125563.20;"Comp. Usuario con discapacidad"
01/2017;30-65108882-4;115102.98;"Comp. Usuario con discapacidad"
01/2017;30-65289644-4;123119.64;"Comp. Usuario con discapacidad"
01/2017;30-66419466-6;10878.30;"Comp. Usuario con discapacidad"
01/2017;30-67291861-4;9498.22;"Comp. Usuario con discapacidad"
01/2017;30-67437645-2;128112.29;"Comp. Usuario con discapacidad"
01/2017;30-67611410-2;198569.58;"Comp. Usuario con discapacidad"
01/2017;30-68784108-1;65756.89;"Comp. Usuario con discapacidad"
01/2017;30-68902450-1;66231.81;"Comp. Usuario con discapacidad"
01/2017;30-69444027-0;9579.40;"Comp. Usuario con discapacidad"
01/2017;30-70721568-9;1291895.67;"Comp. Usuario con discapacidad"
01/2017;30-70787028-8;7022.19;"Comp. Usuario con discapacidad"
01/2017;30-70939332-0;104261.21;"Comp. Usuario con discapacidad"
01/2017;33-54641970-9;32561.84;"Comp. Usuario con discapacidad"
01/2017;33-54650572-9;9173.49;"Comp. Usuario con discapacidad"
01/2017;33-54662883-9;134038.53;"Comp. Usuario con discapacidad"
01/2017;33-60077099-9;47442.38;"Comp. Usuario con discapacidad"
01/2017;33-60274919-9;107467.87;"Comp. Usuario con discapacidad"
01/2017;33-64571375-9;25490.94;"Comp. Usuario con discapacidad"
01/2017;33-65973590-9;63707.07;"Comp. Usuario con discapacidad"
01/2017;33-68206446-9;4627.34;"Comp. Usuario con discapacidad"
